ref_conv,gen_conv
{'scores': [0.0026841212529689074]},{'scores': [0.0028937137685716152]}
{'scores': [0.011163356713950634]},{'scores': [0.004930086899548769]}
{'scores': [0.060836002230644226]},{'scores': [0.07666142284870148]}
{'scores': [0.0005585616454482079]},{'scores': [0.0014647375792264938]}
{'scores': [0.0027103801257908344]},{'scores': [0.005193527787923813]}
{'scores': [0.04162207618355751]},{'scores': [0.02138798125088215]}
{'scores': [0.005180292762815952]},{'scores': [0.00010444214422022924]}
{'scores': [0.0005513347568921745]},{'scores': [0.03817519173026085]}
{'scores': [0.046242497861385345]},{'scores': [0.04052121564745903]}
{'scores': [0.0006853989907540381]},{'scores': [0.022626521065831184]}
{'scores': [0.000267901603365317]},{'scores': [0.00010358104918850586]}
{'scores': [2.855899310816312e-06]},{'scores': [5.4196995336042164e-08]}
{'scores': [0.0037860041484236717]},{'scores': [0.002773138228803873]}
{'scores': [0.11654163151979446]},{'scores': [0.02886519767343998]}
{'scores': [0.0014274081913754344]},{'scores': [0.002960618119686842]}
{'scores': [0.13232427835464478]},{'scores': [0.004884181544184685]}
{'scores': [0.008680018596351147]},{'scores': [0.013949181884527206]}
{'scores': [0.004807956516742706]},{'scores': [0.01290899608284235]}
{'scores': [0.007481547072529793]},{'scores': [0.007044736761599779]}
{'scores': [0.5762764811515808]},{'scores': [0.15099745988845825]}
{'scores': [0.0034743372816592455]},{'scores': [0.0028995033353567123]}
{'scores': [0.0032228517811745405]},{'scores': [0.06896784156560898]}
{'scores': [0.002377841155976057]},{'scores': [2.3519435217167484e-06]}
{'scores': [0.015529593452811241]},{'scores': [0.06404478847980499]}
{'scores': [5.6210101320175454e-05]},{'scores': [0.0005814724718220532]}
{'scores': [1.4581782181721792e-07]},{'scores': [1.1144042218802497e-05]}
{'scores': [0.0022472881246358156]},{'scores': [0.024447351694107056]}
{'scores': [0.021619539707899094]},{'scores': [0.0004815212159883231]}
{'scores': [0.0012803656281903386]},{'scores': [0.0006787320016883314]}
{'scores': [0.009353265166282654]},{'scores': [0.006927712820470333]}
{'scores': [0.00030995436827652156]},{'scores': [0.00014078344975132495]}
{'scores': [0.009812847711145878]},{'scores': [0.030682772397994995]}
{'scores': [5.475966463563964e-05]},{'scores': [1.5656547475373372e-05]}
{'scores': [0.07288023084402084]},{'scores': [0.02392287738621235]}
{'scores': [0.11738654971122742]},{'scores': [0.12220198661088943]}
{'scores': [0.016005586832761765]},{'scores': [0.06337913870811462]}
{'scores': [0.01136008184403181]},{'scores': [0.0991847813129425]}
{'scores': [0.00012107109796488658]},{'scores': [0.0003336698282510042]}
{'scores': [1.250747936865082e-05]},{'scores': [4.565356981345303e-09]}
{'scores': [0.006851799786090851]},{'scores': [0.24797381460666656]}
{'scores': [0.0004080944927409291]},{'scores': [0.0014564604498445988]}
{'scores': [1.9465852574285236e-07]},{'scores': [0.00066726392833516]}
{'scores': [1.474910931165141e-07]},{'scores': [6.749222336566163e-08]}
{'scores': [2.861901382544829e-09]},{'scores': [3.859225161662039e-10]}
{'scores': [0.0006781681440770626]},{'scores': [0.40244555473327637]}
{'scores': [0.1776500642299652]},{'scores': [0.26945701241493225]}
{'scores': [0.0003363529685884714]},{'scores': [0.0002982321893796325]}
{'scores': [0.004811846185475588]},{'scores': [0.002424028469249606]}
{'scores': [0.0003418121486902237]},{'scores': [5.919278919463977e-05]}
{'scores': [0.02491021528840065]},{'scores': [0.17281293869018555]}
{'scores': [0.016917861998081207]},{'scores': [0.0033583128824830055]}
{'scores': [0.009699897840619087]},{'scores': [0.007895711809396744]}
{'scores': [0.0003620125353336334]},{'scores': [0.0023963740095496178]}
{'scores': [0.005384746473282576]},{'scores': [0.03232346102595329]}
{'scores': [2.5352344891871326e-05]},{'scores': [1.4835877664154395e-05]}
{'scores': [0.0004011961864307523]},{'scores': [0.00019875721773132682]}
{'scores': [0.0005692518316209316]},{'scores': [0.0002465859579388052]}
{'scores': [0.011278504505753517]},{'scores': [0.016784531995654106]}
{'scores': [0.002286468166857958]},{'scores': [0.03901044651865959]}
{'scores': [0.0004184510908089578]},{'scores': [0.0008543370640836656]}
{'scores': [0.013922927901148796]},{'scores': [0.010245192795991898]}
{'scores': [0.0001482396328356117]},{'scores': [5.53466088604182e-05]}
{'scores': [0.015269041061401367]},{'scores': [0.0021648171823471785]}
{'scores': [0.02473376877605915]},{'scores': [0.0124275591224432]}
{'scores': [0.004305371083319187]},{'scores': [0.016056561842560768]}
{'scores': [0.020027970895171165]},{'scores': [0.00980840902775526]}
{'scores': [0.0007372367545031011]},{'scores': [0.0012375661171972752]}
{'scores': [0.0937265157699585]},{'scores': [0.18048839271068573]}
{'scores': [0.007036859169602394]},{'scores': [0.011322270147502422]}
{'scores': [0.004494853783398867]},{'scores': [0.005792733747512102]}
{'scores': [0.0012429163325577974]},{'scores': [0.0011065175058320165]}
{'scores': [8.120711572701111e-05]},{'scores': [0.00014315376756712794]}
{'scores': [0.0016202357364818454]},{'scores': [0.019247183576226234]}
{'scores': [6.658287077243585e-08]},{'scores': [6.658287077243585e-08]}
{'scores': [4.266991891199723e-05]},{'scores': [1.2140856597397942e-05]}
{'scores': [0.1582733541727066]},{'scores': [0.07066123932600021]}
{'scores': [0.02126406319439411]},{'scores': [0.016698315739631653]}
{'scores': [0.013275405392050743]},{'scores': [0.008191662840545177]}
{'scores': [0.0005035886424593627]},{'scores': [0.00044848251855000854]}
{'scores': [0.05964900553226471]},{'scores': [0.026948517188429832]}
{'scores': [0.027593405917286873]},{'scores': [0.033527400344610214]}
{'scores': [0.06390881538391113]},{'scores': [0.00010961138468701392]}
{'scores': [0.002557516098022461]},{'scores': [0.00474154856055975]}
{'scores': [0.0006997464806772768]},{'scores': [0.015006959438323975]}
{'scores': [0.019538462162017822]},{'scores': [0.009806848131120205]}
{'scores': [0.04470907896757126]},{'scores': [0.021603833884000778]}
{'scores': [0.06792596727609634]},{'scores': [0.14078961312770844]}
{'scores': [0.0006839239504188299]},{'scores': [0.0011748641263693571]}
{'scores': [0.00019108847482129931]},{'scores': [0.0011761148925870657]}
{'scores': [0.0438099168241024]},{'scores': [0.1134255900979042]}
{'scores': [0.24151170253753662]},{'scores': [0.09492207318544388]}
{'scores': [0.003944155294448137]},{'scores': [5.766385129390983e-06]}
{'scores': [0.0007608428131788969]},{'scores': [3.0069299100432545e-05]}
{'scores': [0.01691557839512825]},{'scores': [0.022684171795845032]}
{'scores': [0.05896565690636635]},{'scores': [0.04456845298409462]}
{'scores': [0.14031271636486053]},{'scores': [0.08364292234182358]}
{'scores': [0.0001326269848505035]},{'scores': [0.03303956612944603]}
{'scores': [4.0447735955240205e-05]},{'scores': [0.003171041142195463]}
{'scores': [0.0006965738139115274]},{'scores': [0.001951514626853168]}
{'scores': [0.01561160758137703]},{'scores': [0.012035968713462353]}
{'scores': [0.00040750534390099347]},{'scores': [3.2342313716071658e-06]}
{'scores': [0.09311047196388245]},{'scores': [0.07570505142211914]}
{'scores': [0.008333728648722172]},{'scores': [0.0007534206379204988]}
{'scores': [0.0013213015627115965]},{'scores': [0.0014862105017527938]}
{'scores': [0.003805549582466483]},{'scores': [0.0022127144038677216]}
{'scores': [0.09033558517694473]},{'scores': [0.1518363654613495]}
{'scores': [0.00765515910461545]},{'scores': [0.002987193176522851]}
{'scores': [0.0026244372129440308]},{'scores': [0.006069151684641838]}
{'scores': [0.04869455099105835]},{'scores': [0.06830967962741852]}
{'scores': [3.1537230604783417e-09]},{'scores': [6.236532557740704e-13]}
{'scores': [4.894657467957586e-05]},{'scores': [6.525777280330658e-05]}
{'scores': [0.004970068112015724]},{'scores': [0.006337873637676239]}
{'scores': [0.004382007755339146]},{'scores': [0.008203312754631042]}
{'scores': [0.00010130096779903397]},{'scores': [6.734917405992746e-05]}
{'scores': [2.1568662305071484e-06]},{'scores': [4.385371994430898e-06]}
{'scores': [0.07120362669229507]},{'scores': [0.06572560220956802]}
{'scores': [0.009213147684931755]},{'scores': [0.0009076971327885985]}
{'scores': [5.592581510427408e-05]},{'scores': [0.0010110499570146203]}
{'scores': [0.004122086334973574]},{'scores': [0.008793656714260578]}
{'scores': [0.0006942184409126639]},{'scores': [0.0007520943181589246]}
{'scores': [0.09402585029602051]},{'scores': [0.019049959257245064]}
{'scores': [0.00024556420976296067]},{'scores': [0.0005001804674975574]}
{'scores': [0.04049001634120941]},{'scores': [0.01580987125635147]}
{'scores': [0.0046902247704565525]},{'scores': [0.10400357842445374]}
{'scores': [0.019549015909433365]},{'scores': [0.010193100199103355]}
{'scores': [6.011101504554972e-05]},{'scores': [9.298008990299422e-06]}
{'scores': [0.23350676894187927]},{'scores': [0.11922310292720795]}
{'scores': [0.015682032331824303]},{'scores': [0.04078306630253792]}
{'scores': [2.3120528567233123e-05]},{'scores': [2.5804605684243143e-05]}
{'scores': [0.0003803643339779228]},{'scores': [4.923852247884497e-05]}
{'scores': [9.702394891064614e-05]},{'scores': [6.2374801927944645e-06]}
{'scores': [0.040818821638822556]},{'scores': [0.03272330015897751]}
{'scores': [0.0018098491709679365]},{'scores': [0.0013900066260248423]}
{'scores': [0.0034971029963344336]},{'scores': [0.012919675558805466]}
{'scores': [1.763158979883883e-05]},{'scores': [1.3782301948594977e-06]}
{'scores': [1.4045761417946778e-05]},{'scores': [2.5574003359452036e-08]}
{'scores': [0.052774641662836075]},{'scores': [0.02042093127965927]}
{'scores': [0.006989774759858847]},{'scores': [0.00778808631002903]}
{'scores': [1.4508788808598183e-05]},{'scores': [0.00010647891758708283]}
{'scores': [0.011791826225817204]},{'scores': [0.002014635596424341]}
{'scores': [0.02962089516222477]},{'scores': [0.03740808367729187]}
{'scores': [0.003350641345605254]},{'scores': [0.001502369181253016]}
{'scores': [0.012891662307083607]},{'scores': [0.023506607860326767]}
{'scores': [0.005152520257979631]},{'scores': [0.00339131080545485]}
{'scores': [5.013271675124997e-06]},{'scores': [4.197922407911392e-06]}
{'scores': [0.011674558743834496]},{'scores': [0.035781070590019226]}
{'scores': [5.623851757263765e-05]},{'scores': [1.3619312085211277e-05]}
{'scores': [4.1464893001830205e-05]},{'scores': [0.00023738118761684746]}
{'scores': [5.176171384846384e-07]},{'scores': [5.320400759956101e-07]}
{'scores': [0.004542193841189146]},{'scores': [0.0008979235426522791]}
{'scores': [0.008472043089568615]},{'scores': [6.92732137395069e-05]}
{'scores': [0.0003160814521834254]},{'scores': [0.00010156598727917299]}
{'scores': [3.0688418064528378e-06]},{'scores': [0.00010039652261184528]}
{'scores': [0.010622881352901459]},{'scores': [0.0017894163029268384]}
{'scores': [0.00015787732263561338]},{'scores': [9.559006457493524e-07]}
{'scores': [0.0001130466625909321]},{'scores': [9.124862845055759e-05]}
{'scores': [0.03083677403628826]},{'scores': [0.013476934283971786]}
{'scores': [0.04549441486597061]},{'scores': [0.0064581916667521]}
{'scores': [0.042889710515737534]},{'scores': [0.08477228134870529]}
{'scores': [0.01146441325545311]},{'scores': [0.16013982892036438]}
{'scores': [0.00015904440078884363]},{'scores': [0.0013806774513795972]}
{'scores': [7.283435024874052e-06]},{'scores': [0.00019680973491631448]}
{'scores': [0.09038136899471283]},{'scores': [0.17827926576137543]}
{'scores': [0.02049293741583824]},{'scores': [0.055017855018377304]}
{'scores': [8.46649709274061e-06]},{'scores': [0.000137357521452941]}
{'scores': [0.0002605282352305949]},{'scores': [1.2289635265005927e-07]}
{'scores': [0.006300556939095259]},{'scores': [0.003259941702708602]}
{'scores': [0.008655144833028316]},{'scores': [0.024841340258717537]}
{'scores': [0.04969913512468338]},{'scores': [0.02679932489991188]}
{'scores': [0.0029937364161014557]},{'scores': [0.00456650648266077]}
{'scores': [3.174379889969714e-05]},{'scores': [3.920078484043188e-07]}
{'scores': [0.01101113110780716]},{'scores': [0.0021738847717642784]}
{'scores': [0.00029061100212857127]},{'scores': [9.093100743484683e-06]}
{'scores': [0.0007535197655670345]},{'scores': [6.046986072760774e-06]}
{'scores': [0.08031243830919266]},{'scores': [0.0007026902167126536]}
{'scores': [0.011150085367262363]},{'scores': [0.006375923752784729]}
{'scores': [0.0005052766064181924]},{'scores': [0.00047474002349190414]}
{'scores': [0.14957869052886963]},{'scores': [0.1549411565065384]}
{'scores': [2.8522736172931218e-08]},{'scores': [1.7751801806298317e-08]}
{'scores': [0.0035297307185828686]},{'scores': [0.007308681029826403]}
{'scores': [0.0022140308283269405]},{'scores': [0.009206420741975307]}
{'scores': [0.013093010522425175]},{'scores': [0.0003673793689813465]}
{'scores': [0.16275398433208466]},{'scores': [0.08290529996156693]}
{'scores': [0.017801696434617043]},{'scores': [0.02529837004840374]}
{'scores': [0.0036692789290100336]},{'scores': [0.0021523754112422466]}
{'scores': [0.0036314825993031263]},{'scores': [0.011803499422967434]}
{'scores': [0.06290716677904129]},{'scores': [0.071220763027668]}
{'scores': [0.00023574978695251048]},{'scores': [0.00036873569479212165]}
{'scores': [0.0028850946109741926]},{'scores': [0.005605151876807213]}
{'scores': [1.6754351236158982e-05]},{'scores': [0.0005745369708165526]}
{'scores': [0.0002634597767610103]},{'scores': [0.00028333908994682133]}
{'scores': [1.1473495078462292e-06]},{'scores': [0.000980704091489315]}
{'scores': [0.0020177459809929132]},{'scores': [0.00026019910001195967]}
{'scores': [0.02079876884818077]},{'scores': [0.0014986214227974415]}
{'scores': [9.54869278757542e-07]},{'scores': [1.0148944056709297e-05]}
{'scores': [0.001491753151640296]},{'scores': [0.0003224472457077354]}
{'scores': [0.00231788563542068]},{'scores': [0.002296064980328083]}
{'scores': [0.002279039705172181]},{'scores': [0.06128212809562683]}
{'scores': [0.005182440858334303]},{'scores': [0.0003286582068540156]}
{'scores': [0.0034754816442728043]},{'scores': [0.012921883724629879]}
{'scores': [0.00107761868275702]},{'scores': [0.005669882986694574]}
{'scores': [0.00793610978871584]},{'scores': [0.006631845608353615]}
{'scores': [0.03276723995804787]},{'scores': [0.03276723995804787]}
{'scores': [1.7730908439261839e-06]},{'scores': [4.150289441895438e-06]}
{'scores': [2.2969457859289832e-05]},{'scores': [1.6432288248324767e-05]}
{'scores': [0.009057531133294106]},{'scores': [0.008254596032202244]}
{'scores': [0.017195282503962517]},{'scores': [0.21704533696174622]}
{'scores': [0.006755008827894926]},{'scores': [0.0016067099059000611]}
{'scores': [0.004097400698810816]},{'scores': [0.0009129662648774683]}
{'scores': [0.00988402683287859]},{'scores': [0.003996648825705051]}
{'scores': [0.024044377729296684]},{'scores': [0.006004062481224537]}
{'scores': [0.002632701536640525]},{'scores': [0.0003114506253041327]}
{'scores': [0.018566805869340897]},{'scores': [0.05086963251233101]}
{'scores': [0.026227742433547974]},{'scores': [0.020183060318231583]}
{'scores': [0.045263372361660004]},{'scores': [0.116539366543293]}
{'scores': [0.0002180644078180194]},{'scores': [0.0009944697376340628]}
{'scores': [3.4053155104629695e-05]},{'scores': [2.691837289603427e-05]}
{'scores': [0.0025000458117574453]},{'scores': [0.0003946834185626358]}
{'scores': [0.004431200213730335]},{'scores': [0.0013470080448314548]}
{'scores': [1.2075269069100614e-06]},{'scores': [5.864407981448494e-08]}
{'scores': [0.071258544921875]},{'scores': [0.03501351550221443]}
{'scores': [0.008264681324362755]},{'scores': [0.0022738436236977577]}
{'scores': [0.08319799602031708]},{'scores': [0.10427401214838028]}
{'scores': [0.0014927576994523406]},{'scores': [0.006943949963897467]}
{'scores': [0.3290281295776367]},{'scores': [0.041045911610126495]}
{'scores': [0.0010710771894082427]},{'scores': [1.2617338143172674e-05]}
{'scores': [1.224187872139737e-05]},{'scores': [8.027198532545299e-07]}
{'scores': [0.06180178374052048]},{'scores': [0.0036434379871934652]}
{'scores': [0.0436401441693306]},{'scores': [0.045312196016311646]}
{'scores': [0.00012742010585498065]},{'scores': [7.365637770817557e-07]}
{'scores': [0.0006201093201525509]},{'scores': [9.539736493024975e-05]}
{'scores': [0.005515869241207838]},{'scores': [0.015411081723868847]}
{'scores': [0.14320677518844604]},{'scores': [0.08851062506437302]}
